cusip,fundid,paramt,net_change,holdingbond,totalpar,matchp,yq
852060AG,22038,8500,0,1933,11458.545,0.145652221278079,200002
931142BE,22038,9500,0,1933,11458.545,0.145652221278079,200002
208251AE,26374,2000,2000,221,1611.87,0.145652221278079,200002
345397SM,26374,3315,3315,221,1611.87,0.145652221278079,200002
345397SM,28964,170,170,597,2488.719,0.145652221278079,200002
852060AG,28964,25000,25000,597,2488.719,0.145652221278079,200002
208251AE,29783,10500,10500,1478,5302.109,0.145652221278079,200002
345370CA,29783,1000,1000,1478,5302.109,0.145652221278079,200002
345397SG,29783,490,490,1478,5302.109,0.145652221278079,200002
345397SM,29783,37310,37310,1478,5302.109,0.145652221278079,200002
852060AG,29783,1130,1130,1478,5302.109,0.145652221278079,200002
931142BE,29783,32930,32930,1478,5302.109,0.145652221278079,200002
208251AE,26649,5935,5935,1401,7991.277,0.145652221278079,200002
345370CA,26649,975,975,1401,7991.277,0.145652221278079,200002
345397SG,26649,2970,2970,1401,7991.277,0.145652221278079,200002
345397SM,26649,5305,5305,1401,7991.277,0.145652221278079,200002
931142BE,26649,6505,6505,1401,7991.277,0.145652221278079,200002
208251AE,26666,120,120,1533,18144.728,0.145652221278079,200002
345370CA,26666,4450,4450,1533,18144.728,0.145652221278079,200002
345397SG,26666,1715,1715,1533,18144.728,0.145652221278079,200002
345397SM,26666,161355,161355,1533,18144.728,0.145652221278079,200002
852060AD,26666,0,-130,1533,18144.728,0.145652221278079,200002
852060AG,26666,6000,6000,1533,18144.728,0.145652221278079,200002
931142BE,26666,67015,67015,1533,18144.728,0.145652221278079,200002
208251AE,26472,9390,9390,1383,18838.887,0.145652221278079,200002
345370CA,26472,66980,66980,1383,18838.887,0.145652221278079,200002
345397SM,26472,28600,28600,1383,18838.887,0.145652221278079,200002
852060AD,26472,16600,16600,1383,18838.887,0.145652221278079,200002
852060AG,26472,28950,28950,1383,18838.887,0.145652221278079,200002
345397SM,28976,5000,5000,336,1934.934,0.145652221278079,200002
208251AE,45585,0,-2000,149,571.333,0.145652221278079,200002
25156PAC,45585,600,600,149,571.333,0.145652221278079,200002
345370CA,45585,0,-2800,149,571.333,0.145652221278079,200002
852060AD,45585,1000,1000,149,571.333,0.145652221278079,200002
931142BE,45585,2000,0,149,571.333,0.145652221278079,200002
208251AE,24777,200,0,341,479.732,0.145652221278079,200002
345397SM,24777,185,0,341,479.732,0.145652221278079,200002
208251AE,25043,1741,1029,798,4243.32,0.145652221278079,200002
25156PAB,25043,1427,1427,798,4243.32,0.145652221278079,200002
25156PAC,25043,894,894,798,4243.32,0.145652221278079,200002
345370CA,25043,1449,-37,798,4243.32,0.145652221278079,200002
345397SG,25043,4664,1284,798,4243.32,0.145652221278079,200002
345397SM,25043,593,-884,798,4243.32,0.145652221278079,200002
852060AD,25043,137,0,798,4243.32,0.145652221278079,200002
931142BE,25043,1283,140,798,4243.32,0.145652221278079,200002
208251AE,34689,0,-1333,213,1401.363,0.145652221278079,200002
25156PAC,34689,2767,2767,213,1401.363,0.145652221278079,200002
345397SG,34689,0,-2417,213,1401.363,0.145652221278079,200002
931142BE,34689,2200,-133,213,1401.363,0.145652221278079,200002
345397SG,35450,0,-667,118,500.466,0.145652221278079,200002
345397SM,35450,667,667,118,500.466,0.145652221278079,200002
208251AE,36954,0,-33,136,60.18,0.145652221278079,200002
345370CA,36954,88,0,136,60.18,0.145652221278079,200002
345397SM,36954,0,-120,136,60.18,0.145652221278079,200002
931142BE,36954,0,-62,136,60.18,0.145652221278079,200002
208251AE,44778,184,0,423,317.976,0.145652221278079,200002
25156PAB,44778,103,41,423,317.976,0.145652221278079,200002
345370CA,44778,43,43,423,317.976,0.145652221278079,200002
345397SG,44778,125,0,423,317.976,0.145652221278079,200002
345397SM,44778,176,0,423,317.976,0.145652221278079,200002
852060AD,44778,249,0,423,317.976,0.145652221278079,200002
208251AE,46879,350,350,95,180.664,0.145652221278079,200002
345370CA,46879,0,-2500,95,180.664,0.145652221278079,200002
345397SM,46879,3500,3500,95,180.664,0.145652221278079,200002
852060AG,46879,853,0,95,180.664,0.145652221278079,200002
931142BE,46879,2000,2000,95,180.664,0.145652221278079,200002
345370CA,23175,6500,0,215,3787.415,0.150336689258845,200003
345397SG,23175,89500,54500,215,3787.415,0.150336689258845,200003
345397SM,23175,0,-42250,215,3787.415,0.150336689258845,200003
208251AE,23402,0,-3790,146,1261.111,0.150336689258845,200003
25156PAB,23402,7800,7800,146,1261.111,0.150336689258845,200003
25156PAC,23402,13130,13130,146,1261.111,0.150336689258845,200003
345370CA,23402,0,-4000,146,1261.111,0.150336689258845,200003
852060AD,23402,16065,8275,146,1261.111,0.150336689258845,200003
25156PAB,23389,24450,24450,357,4967.981,0.150336689258845,200003
25156PAC,23389,36875,36875,357,4967.981,0.150336689258845,200003
852060AD,23389,29065,15765,357,4967.981,0.150336689258845,200003
345370CA,25208,10000,0,801,16321.524,0.150336689258845,200003
345397SG,25208,155,0,801,16321.524,0.150336689258845,200003
931142BE,25208,0,-900,801,16321.524,0.150336689258845,200003
208251AE,29844,5500,0,661,8130.467,0.150336689258845,200003
345397SG,29844,15000,0,661,8130.467,0.150336689258845,200003
345397SM,29844,12700,0,661,8130.467,0.150336689258845,200003
852060AD,29844,22050,0,661,8130.467,0.150336689258845,200003
345397SM,29969,1000,0,391,809.908,0.150336689258845,200003
852060AD,29969,1700,0,391,809.908,0.150336689258845,200003
345370CA,25766,100,0,36,4.039,0.150336689258845,200003
208251AE,20877,15000,0,759,8593.544,0.150336689258845,200003
25156PAC,20877,71500,26500,759,8593.544,0.150336689258845,200003
345370CA,20877,57000,-25000,759,8593.544,0.150336689258845,200003
345397SG,20877,5000,0,759,8593.544,0.150336689258845,200003
345397SM,20877,10000,0,759,8593.544,0.150336689258845,200003
852060AD,20877,56000,15000,759,8593.544,0.150336689258845,200003
852060AG,20877,10000,-5000,759,8593.544,0.150336689258845,200003
345397SM,29628,24800,0,908,8408.72,0.150336689258845,200003
208251AE,26326,4000,4000,627,2788.637,0.150336689258845,200003
345370CA,26326,4500,0,627,2788.637,0.150336689258845,200003
852060AG,26326,6500,3000,627,2788.637,0.150336689258845,200003
345397SM,45371,13500,0,457,2320.885,0.150336689258845,200003
931142BE,45371,10000,0,457,2320.885,0.150336689258845,200003
208251AE,21799,4500,0,662,6219.185,0.150336689258845,200003
25156PAB,21799,8000,3000,662,6219.185,0.150336689258845,200003
25156PAC,21799,0,-37500,662,6219.185,0.150336689258845,200003
345397SG,21799,16000,0,662,6219.185,0.150336689258845,200003
345397SM,26661,8080,0,1892,16374.491,0.150336689258845,200003
852060AD,26661,3625,0,1892,16374.491,0.150336689258845,200003
852060AG,26661,6000,0,1892,16374.491,0.150336689258845,200003
25156PAC,22065,4000,4000,3109,59238.598,0.150336689258845,200003
345370CA,22065,73500,50500,3109,59238.598,0.150336689258845,200003
345397SM,22065,65000,40000,3109,59238.598,0.150336689258845,200003
852060AD,22065,81073,-21927,3109,59238.598,0.150336689258845,200003
852060AG,22065,112000,67000,3109,59238.598,0.150336689258845,200003
25156PAC,26567,17500,0,822,5960.915,0.150336689258845,200003
345370CA,26567,6000,-15000,822,5960.915,0.150336689258845,200003
852060AD,26567,34000,0,822,5960.915,0.150336689258845,200003
852060AG,26567,5000,0,822,5960.915,0.150336689258845,200003
345397SM,38844,100,0,294,274.342,0.150336689258845,200003
208251AE,20259,0,-10000,1447,30051.636,0.150336689258845,200003
345370CA,20259,25000,25000,1447,30051.636,0.150336689258845,200003
345397SG,20259,62000,-25000,1447,30051.636,0.150336689258845,200003
345397SM,20259,0,-15000,1447,30051.636,0.150336689258845,200003
852060AD,20259,30000,10000,1447,30051.636,0.150336689258845,200003
852060AG,20259,63200,15000,1447,30051.636,0.150336689258845,200003
931142BE,20259,40000,-35000,1447,30051.636,0.150336689258845,200003
25156PAC,21374,0,-18645,541,5925.021,0.150336689258845,200003
345370CA,21374,0,-6914,541,5925.021,0.150336689258845,200003
345397SM,21374,19180,0,541,5925.021,0.150336689258845,200003
852060AG,21374,5000,0,541,5925.021,0.150336689258845,200003
25156PAB,20703,17500,0,3443,62607.485,0.150336689258845,200003
25156PAC,20703,138255,71865,3443,62607.485,0.150336689258845,200003
345370CA,20703,24320,-14080,3443,62607.485,0.150336689258845,200003
345397SM,20703,69500,100,3443,62607.485,0.150336689258845,200003
852060AD,20703,35000,0,3443,62607.485,0.150336689258845,200003
852060AG,20703,107580,180,3443,62607.485,0.150336689258845,200003
931142BE,20703,14250,0,3443,62607.485,0.150336689258845,200003
208251AE,24228,15000,0,2174,39299.296,0.150336689258845,200003
345370CA,24228,30000,25000,2174,39299.296,0.150336689258845,200003
345397SM,24228,5000,0,2174,39299.296,0.150336689258845,200003
852060AG,24228,35000,0,2174,39299.296,0.150336689258845,200003
931142BE,24228,5000,0,2174,39299.296,0.150336689258845,200003
25156PAB,22038,50000,17000,1968,11893.572,0.150336689258845,200003
25156PAC,22038,20000,20000,1968,11893.572,0.150336689258845,200003
345370CA,22038,2000,0,1968,11893.572,0.150336689258845,200003
345397SG,22038,8000,0,1968,11893.572,0.150336689258845,200003
345397SM,22038,2500,0,1968,11893.572,0.150336689258845,200003
852060AD,22038,1000,0,1968,11893.572,0.150336689258845,200003
852060AG,22038,26500,18000,1968,11893.572,0.150336689258845,200003
931142BE,22038,9500,0,1968,11893.572,0.150336689258845,200003
208251AE,26374,2000,2000,213,1574.51,0.150336689258845,200003
345397SM,26374,3315,3315,213,1574.51,0.150336689258845,200003
345397SM,28964,170,170,587,2475.79,0.150336689258845,200003
852060AG,28964,25000,25000,587,2475.79,0.150336689258845,200003
208251AE,29783,10500,10500,1460,5263.344,0.150336689258845,200003
345370CA,29783,1000,1000,1460,5263.344,0.150336689258845,200003
345397SG,29783,490,490,1460,5263.344,0.150336689258845,200003
345397SM,29783,37310,37310,1460,5263.344,0.150336689258845,200003
852060AG,29783,1130,1130,1460,5263.344,0.150336689258845,200003
931142BE,29783,32930,32930,1460,5263.344,0.150336689258845,200003
208251AE,26649,5935,5935,1370,7798.334,0.150336689258845,200003
345370CA,26649,975,975,1370,7798.334,0.150336689258845,200003
345397SG,26649,2970,2970,1370,7798.334,0.150336689258845,200003
345397SM,26649,5305,5305,1370,7798.334,0.150336689258845,200003
931142BE,26649,6505,6505,1370,7798.334,0.150336689258845,200003
208251AE,26666,120,120,1503,17953.716,0.150336689258845,200003
345370CA,26666,4450,4450,1503,17953.716,0.150336689258845,200003
345397SG,26666,1715,1715,1503,17953.716,0.150336689258845,200003
345397SM,26666,161355,161355,1503,17953.716,0.150336689258845,200003
852060AD,26666,0,-130,1503,17953.716,0.150336689258845,200003
852060AG,26666,6000,6000,1503,17953.716,0.150336689258845,200003
931142BE,26666,67015,67015,1503,17953.716,0.150336689258845,200003
208251AE,26472,9390,9390,1352,18648.525,0.150336689258845,200003
345370CA,26472,66980,66980,1352,18648.525,0.150336689258845,200003
345397SM,26472,28600,28600,1352,18648.525,0.150336689258845,200003
852060AD,26472,16600,16600,1352,18648.525,0.150336689258845,200003
852060AG,26472,28950,28950,1352,18648.525,0.150336689258845,200003
345397SM,28976,5000,5000,331,1926.971,0.150336689258845,200003
111021AD,45585,500,500,184,516.766,0.150336689258845,200003
111021AE,45585,400,400,184,516.766,0.150336689258845,200003
172967AZ,45585,1300,1300,184,516.766,0.150336689258845,200003
25156PAC,45585,1000,400,184,516.766,0.150336689258845,200003
852060AD,45585,750,-250,184,516.766,0.150336689258845,200003
931142BE,45585,0,-2000,184,516.766,0.150336689258845,200003
208251AE,24777,200,0,341,482.736,0.150336689258845,200003
345397SM,24777,185,0,341,482.736,0.150336689258845,200003
208251AE,25043,1741,1029,791,4260.627,0.150336689258845,200003
25156PAB,25043,1427,1427,791,4260.627,0.150336689258845,200003
25156PAC,25043,894,894,791,4260.627,0.150336689258845,200003
345370CA,25043,1449,-37,791,4260.627,0.150336689258845,200003
345397SG,25043,4664,1284,791,4260.627,0.150336689258845,200003
345397SM,25043,593,-884,791,4260.627,0.150336689258845,200003
852060AD,25043,137,0,791,4260.627,0.150336689258845,200003
931142BE,25043,1283,140,791,4260.627,0.150336689258845,200003
25156PAC,34689,1725,-1042,220,1499.889,0.150336689258845,200003
345370CA,34689,100,100,220,1499.889,0.150336689258845,200003
931142BE,34689,2200,0,220,1499.889,0.150336689258845,200003
25156PAB,35450,467,267,124,391.053,0.150336689258845,200003
345397SM,35450,1333,667,124,391.053,0.150336689258845,200003
345370CA,36954,223,135,152,65.418,0.150336689258845,200003
931142BE,36954,45,45,152,65.418,0.150336689258845,200003
208251AE,41739,213,0,137,438.49,0.150336689258845,200003
25156PAC,41739,305,305,137,438.49,0.150336689258845,200003
345397SG,41739,5000,0,137,438.49,0.150336689258845,200003
345397SM,41739,1245,0,137,438.49,0.150336689258845,200003
852060AG,41739,2585,-895,137,438.49,0.150336689258845,200003
208251AE,44778,184,0,423,318.016,0.150336689258845,200003
25156PAB,44778,103,41,423,318.016,0.150336689258845,200003
345370CA,44778,43,43,423,318.016,0.150336689258845,200003
345397SG,44778,125,0,423,318.016,0.150336689258845,200003
345397SM,44778,176,0,423,318.016,0.150336689258845,200003
852060AD,44778,249,0,423,318.016,0.150336689258845,200003
208251AE,44827,115,0,395,263.016,0.150336689258845,200003
25156PAB,44827,89,0,395,263.016,0.150336689258845,200003
345370CA,44827,54,0,395,263.016,0.150336689258845,200003
345397SG,44827,100,0,395,263.016,0.150336689258845,200003
345397SM,44827,164,0,395,263.016,0.150336689258845,200003
852060AD,44827,195,0,395,263.016,0.150336689258845,200003
208251AE,46879,350,0,107,175.988,0.150336689258845,200003
25156PAC,46879,650,650,107,175.988,0.150336689258845,200003
345397SM,46879,3500,0,107,175.988,0.150336689258845,200003
852060AG,46879,853,0,107,175.988,0.150336689258845,200003
931142BE,46879,0,-2000,107,175.988,0.150336689258845,200003
060505AG,23175,12000,12000,494,6272.916,0.155888418539021,200004
111021AE,23175,8500,8500,494,6272.916,0.155888418539021,200004
25156PAB,23175,21500,8500,494,6272.916,0.155888418539021,200004
345370CA,23175,0,-2000,494,6272.916,0.155888418539021,200004
345397SG,23175,37000,-10000,494,6272.916,0.155888418539021,200004
345397TS,23175,13625,13625,494,6272.916,0.155888418539021,200004
25156PAB,23402,0,-7800,308,1170.027,0.155888418539021,200004
25156PAC,23402,0,-13130,308,1170.027,0.155888418539021,200004
852060AD,23402,16765,700,308,1170.027,0.155888418539021,200004
25156PAB,23389,0,-24450,326,4236.145,0.155888418539021,200004
25156PAC,23389,0,-36875,326,4236.145,0.155888418539021,200004
852060AD,23389,39765,10700,326,4236.145,0.155888418539021,200004
111021AD,25208,79600,79600,785,20195.94,0.155888418539021,200004
345370CA,25208,10000,0,785,20195.94,0.155888418539021,200004
345397SG,25208,155,0,785,20195.94,0.155888418539021,200004
111021AD,29844,6000,6000,668,8306.316,0.155888418539021,200004
111021AE,29844,24400,24400,668,8306.316,0.155888418539021,200004
172967AZ,29844,9400,9400,668,8306.316,0.155888418539021,200004
208251AE,29844,5790,290,668,8306.316,0.155888418539021,200004
345397SG,29844,15000,0,668,8306.316,0.155888418539021,200004
345397SM,29844,12700,0,668,8306.316,0.155888418539021,200004
852060AD,29844,22520,470,668,8306.316,0.155888418539021,200004
111021AE,29969,2750,2750,402,861.163,0.155888418539021,200004
345397SM,29969,1000,0,402,861.163,0.155888418539021,200004
852060AD,29969,1700,0,402,861.163,0.155888418539021,200004
060505AG,28018,100,100,53,5.813,0.155888418539021,200004
172967AZ,28018,85,-100,53,5.813,0.155888418539021,200004
345370CA,28018,100,100,53,5.813,0.155888418539021,200004
345397TR,28018,165,165,53,5.813,0.155888418539021,200004
345397TS,28018,150,150,53,5.813,0.155888418539021,200004
38141GAZ,28018,100,100,53,5.813,0.155888418539021,200004
25156PAB,25766,100,0,38,4.763,0.155888418539021,200004
345370CA,25766,0,-100,38,4.763,0.155888418539021,200004
111021AD,20877,5000,5000,780,8582.043,0.155888418539021,200004
111021AE,20877,73000,73000,780,8582.043,0.155888418539021,200004
172967AZ,20877,12000,12000,780,8582.043,0.155888418539021,200004
208251AE,20877,15000,0,780,8582.043,0.155888418539021,200004
25156PAC,20877,0,-71500,780,8582.043,0.155888418539021,200004
345370CA,20877,6000,-51000,780,8582.043,0.155888418539021,200004
345397SG,20877,5000,0,780,8582.043,0.155888418539021,200004
345397SM,20877,10000,0,780,8582.043,0.155888418539021,200004
852060AD,20877,56000,0,780,8582.043,0.155888418539021,200004
852060AG,20877,10000,0,780,8582.043,0.155888418539021,200004
172967AZ,29628,6800,6800,946,9036.565,0.155888418539021,200004
345397SM,29628,24800,0,946,9036.565,0.155888418539021,200004
111021AD,26326,23000,23000,648,3559.871,0.155888418539021,200004
111021AE,26326,10000,10000,648,3559.871,0.155888418539021,200004
208251AE,26326,4000,0,648,3559.871,0.155888418539021,200004
345370CA,26326,4500,0,648,3559.871,0.155888418539021,200004
852060AD,26326,20000,20000,648,3559.871,0.155888418539021,200004
852060AG,26326,6500,0,648,3559.871,0.155888418539021,200004
345397SM,45371,8500,-5000,457,2091.48,0.155888418539021,200004
931142BE,45371,10000,0,457,2091.48,0.155888418539021,200004
172967AZ,21799,77500,77500,664,6513.472,0.155888418539021,200004
208251AE,21799,4500,0,664,6513.472,0.155888418539021,200004
25156PAB,21799,3000,-5000,664,6513.472,0.155888418539021,200004
345397SG,21799,16000,0,664,6513.472,0.155888418539021,200004
111021AD,26661,12250,12250,1946,16919.807,0.155888418539021,200004
345397SM,26661,8080,0,1946,16919.807,0.155888418539021,200004
852060AD,26661,3625,0,1946,16919.807,0.155888418539021,200004
852060AG,26661,6000,0,1946,16919.807,0.155888418539021,200004
111021AD,22065,13000,13000,3070,58842.541,0.155888418539021,200004
111021AE,22065,7500,7500,3070,58842.541,0.155888418539021,200004
